Sharpe Ratio,Annualized Return (%),Max Drawdown (%),Win Rate (%),Profit Factor,Total Trades,rsi_entry_max,stop_loss_pct,take_profit_pct,position_size_pct,max_positions
0.12199270772033848,0.6655604265915491,16.082695074572285,21.153846153846153,1.100282429900174,52,70,3,15,25,3
0.12106679805574247,0.6498425896903066,25.836523240568145,38.775510204081634,1.0691226925080317,49,75,5,10,33,3
0.11671670356456969,0.34753356820065734,6.506089746617392,20.833333333333336,1.1242172305153442,24,75,3,15,25,1
0.11671670356456819,0.43195342513079615,8.508266085197903,20.833333333333336,1.1156457339208996,24,75,3,15,33,1
0.11171987627247375,0.5920997268049911,14.86480430632885,29.545454545454547,1.0745102038115515,44,70,5,15,25,3
0.11017266134900057,0.3429196328316225,8.854993926468136,28.000000000000004,1.0984996385712509,25,75,3,10,33,1
0.1076660985031751,0.4778756808829776,13.624456051845799,46.15384615384615,1.0789460135896218,26,70,7,10,33,2
0.10669267727062613,0.43975868893208203,14.585835369777781,27.906976744186046,1.0715334295351793,43,70,3,10,33,2
0.09846227324378296,0.45246262779053653,15.180932151284008,20.51282051282051,1.069986943014264,39,70,3,15,33,2
0.09740151308797246,0.39148248678393455,11.703687703333998,20.51282051282051,1.0816913631541545,39,65,3,15,25,2
0.09478343575119892,0.34925228101938566,14.382703888248768,37.83783783783784,1.0650270005797802,37,70,5,10,25,2
0.09061937396275405,0.39553027379714845,16.737759893902286,20.408163265306122,1.0480230730852578,49,65,3,15,33,3
0.07521431804150944,0.262141959380827,11.404814583624228,20.0,1.0475732973338698,45,75,3,15,25,2
0.07141188742330365,0.23694312475183604,16.947564262923137,37.5,1.0385946050669548,32,65,5,10,33,2
0.07117551197369791,0.20905526880584005,21.540630906561333,28.57142857142857,1.0241620619595615,49,75,5,15,25,3
0.058303045319693124,0.1444835788502967,22.698593169558162,45.0,1.0202067208380299,40,75,7,10,25,3
0.05379407040192975,0.02982462230888197,29.520265577442146,45.23809523809524,1.0030390436052237,42,75,7,10,33,3
0.049452436938428816,0.10818909760014554,13.620688924034082,26.82926829268293,1.018534028874485,41,65,3,10,33,2
0.048538269047157544,0.08458489122879592,11.641974103924344,19.565217391304348,1.0149719671376745,46,65,3,15,25,3
0.0470649413034928,0.08274242997522582,19.42235788387767,36.95652173913043,1.012028255002587,46,70,5,10,25,3
0.04565847852494577,0.09557509901808077,13.055648616108225,26.666666666666668,1.019885314987185,45,75,3,10,25,2
0.025103647542075898,-0.05642363056567178,15.944679926325414,44.11764705882353,0.9908842516384592,34,65,7,10,25,3
0.02396262985575703,-0.07684831326092374,22.167186246005947,36.53846153846153,0.989966209660522,52,75,5,10,25,3
0.020560830913956496,-0.20181794207457432,20.937331113660417,44.11764705882353,0.9756010833017417,34,65,7,10,33,3
0.017955382863068584,-0.00468952995581631,8.508252948806582,26.08695652173913,0.9985499062484995,23,65,3,10,33,1
0.011258233587150338,-0.01332789172324159,7.4107384533119856,25.925925925925924,0.9954109324716517,27,70,3,10,25,1
0.010923033576895362,-0.23014797468016393,21.03195440646347,26.229508196721312,0.9743424777286925,61,75,3,10,33,3
-0.004842156346119534,-0.20359482414340968,17.91025711642184,25.862068965517242,0.9684074027087132,58,70,3,10,25,3
-0.008852602695065794,-0.23342365890627415,16.725133165677107,25.806451612903224,0.9658193066523691,62,75,3,10,25,3
-0.009057550756278178,-0.3697763470718573,23.17807815503906,25.862068965517242,0.9569731327981161,58,70,3,10,33,3
-0.02128207568879364,-0.3105685506006054,17.900451505613347,25.53191489361702,0.9538768270432555,47,75,3,10,33,2
-0.02141714837756875,-0.44031555033546,17.37001381411458,26.31578947368421,0.933586690170949,38,65,5,15,25,3
-0.04886840492126165,-0.3097300174688072,13.36367716714116,25.0,0.935307436222473,44,70,3,10,25,2
-0.05396051117441145,-1.0137911942677937,24.17126086356091,25.64102564102564,0.8886702553740219,39,65,5,15,33,3
-0.08430282369029657,-0.4122424136033338,11.137267576199724,24.390243902439025,0.9086659730982402,41,65,3,10,25,2
-0.08617534926909907,-0.2734733257239033,8.954758029908456,24.0,0.8989595614097476,25,75,3,10,25,1
-0.13423386810463084,-1.4324867656315048,29.19471341679008,33.33333333333333,0.856545895140234,48,70,5,10,33,3
-0.14358998210262888,-0.39124103639881247,6.506079604510469,22.727272727272727,0.8362992162739712,22,65,3,10,25,1
-0.1604366669365068,-0.6395343641846314,14.798724922680462,31.25,0.8003253519510827,16,65,5,10,33,1
-0.16259693503021616,-1.0015510959710785,22.11535329466718,32.5,0.8373992822551642,40,65,5,10,25,3
-0.20587810981479157,-1.6966289168218367,28.49424874183906,31.70731707317073,0.7970389981004581,41,65,5,10,33,3
-0.2470620250875811,-1.2212534489912037,16.463135952674453,30.303030303030305,0.7672878552508366,33,65,5,10,25,2
-0.2975812149750372,-2.030530184964822,24.37287197248308,20.408163265306122,0.7243907419711153,49,65,3,10,33,3
-0.3962813125304776,-1.7486826744629442,20.171422470209,19.148936170212767,0.6652237910637446,47,65,3,10,25,3
